Property Name,ZIP Code,Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft)
ScammonJonat-CPS,60641,,IRVING PARK,K-12 School,85474,1926,1,,97,334367,4210116,,,53.2,64,53.2,64.2,291,3.4
Lurie Children's Lincoln Park Outpatient Center - Deming,60614,,LINCOLN PARK,Mixed Use Property,62925,1972,1,,,10032297,10348933,,,323.9,673.3,328.1,673.7,2565,40.8
"THE SAUSAGE KING OF CHICAGO, LLC",60628,3,WEST PULLMAN,Multifamily Housing,154140,1973,3,3996,67,2462119.7,13035790.9,,,100.5,133.5,101.2,133.3,1102,7.1
30 West Oak,60610,,NEAR NORTH SIDE,Multifamily Housing,213050,2006,1,,7,7877509.6,15353884.9,,,109,191.8,116.7,198.6,2267.5,10.6
1 - 15 E Oak St,60611,0,NEAR NORTH SIDE,,94600,,1,1235,,,,,,,,,,,
Brompton,60657,,Lake View,Multifamily Housing,109140,1924,1,,94,294395.7,6923300.2,,,66.1,75.1,66.1,75.1,422,3.9
"6161-6165 N. Winthrop, L.L.C.",60660,4,EDGEWATER,Multifamily Housing,50901,1925,1,2357,86,987330.4,3628654.4,,,90.7,129.2,89.7,128.2,357,7
Illinois Institute of Technology,60616,,DOUGLAS,College/University,2944091,1896,50,,,149363712,346410557.1,,,168.4,282.8,181.7,296.8,45930.4,15.6
River Village Pointe Condominium Association,60610,,NEAR NORTH SIDE,Multifamily Housing,86892,2007,1,,7,3616941.8,7917526.1,,,132.7,226.4,139.7,230.4,1087.2,12.5
4343 Clarendon,60613,3,UPTOWN,Multifamily Housing,504330,1973,1,28877,44,8882596.1,40160901.2,,,97.2,132.9,98.5,134,3610.9,7.2
Margaret Day Blake Apartments,60614,,LINCOLN PARK,Multifamily Housing,71000,1966,1,,53,1730743.8,4933313.2,,,93.9,149.5,93.9,149.5,581,8.2
Suder Campus-CPS,60612,1.5,NEAR WEST SIDE,K-12 School,71500,1959,1,1421,34,2246387.8,3166206.4,,,75.7,134.5,74.9,133.6,541.9,7.6
190 N. State Street,60601,,LOOP,Office,230000,1917,1,,79,13533899.3,,,,58.8,184.8,58.8,184.8,2494.6,10.8
Winston Towers One,60645,3.5,WEST RIDGE,Multifamily Housing,326000,1965,1,12456,71,6561900.4,20283279,,,82.3,121.7,80.2,117.7,2169,6.7
4880 Marine Drive Condominium,60640,,UPTOWN,Multifamily Housing,70625,1958,1,,70,1365898,6240635.1,,,107.7,153.5,118.9,165.3,583.2,8.3
242-Senior Suites Chicago Wright Campus,60634,,DUNNING,Senior Care Community,54800,2013,1,,46,966206.7,1827400.1,,,51,90.4,54.6,93.8,275.2,5
Carnegie Ele-CPS,60637,1,WOODLAWN,K-12 School,63979,1957,1,835,23,1754235.4,4396920,,,96.1,148.9,95.1,147.9,525.4,8.2
The Park Monroe Condominium Homes Association,60603,,LOOP,Multifamily Housing,480820,2009,1,,12,23020757,4418950,,,57.1,160,58.9,164.9,4860,10.1
Budlong Elem-CPS,60625,3,LINCOLN SQUARE,K-12 School,102352,1905,1,2054,67,1877351.7,4788375.2,,,65.1,100.5,65.2,100.5,566.7,5.5
Maudelle Brown Bousfield Apartments,60615,,KENWOOD,Multifamily Housing,67320,1961,1,,89,1507575.1,5379807.7,,,102.3,154.2,109.6,161.9,563.6,8.4
The Mentor Building,60602,1,LOOP,Multifamily Housing,72150,1903,1,1803,12,3202851.2,2793182,,,83.1,164.9,81.5,160.6,681.2,9.4
777 State,60605,1,LOOP,Multifamily Housing,264140,1985,1,12109,11,10297975.6,26017901.8,,,137.5,212.6,137.5,210.4,3095.1,11.7
8750 West Bryn Mawr Ave - Triangle Plaza-,60631,,OHARE,Office,691766,1985,1,,85,39221384,291229,,,57.1,178.5,57.2,178.9,7896,11.4
841-849 W Monroe,60607,,NEAR WEST SIDE,Multifamily Housing,76000,1998,1,,,1322986,2877725,,,55.3,94.4,58.4,97.4,397.5,5.2
1548 W Juneway Terrace,60626,3,ROGERS PARK,Multifamily Housing,58791,1940,1,1867,64,563205.2,5278975.3,,,99.4,121.1,95.5,117.1,374.1,6.4
Cornell Village Tower Condominium Association,60615,,HYDE PARK,Multifamily Housing,289148,1969,1,,53,5712804,19480868,,,87.1,132.8,93.5,139.5,2091,7.2
123 Madison,60602,,LOOP,Office,90318,1912,1,,41,6800246,,,,75.3,236.4,81.7,256.4,1257.3,13.9
Linne Elemen-CPS,60618,,AVONDALE,K-12 School,105920,1895,1,,86,2880860,4187663,,,66.7,126.9,74,134.5,755.1,7.1
Park Lincoln by Reside,60614,,LINCOLN PARK,Multifamily Housing,149351,1970,1,,75,5085104.9,,,,34,106.9,34,106.9,937.3,6.3
Conservancy at North Park Condo Assoc IV,60659,4,NORTH PARK,Multifamily Housing,54096,1995,1,2847,95,863304.2,2707408.8,,,66,97.2,66.5,97.1,287.4,5.3
Michigan Building Corporation,60611,,NEAR NORTH SIDE,Multifamily Housing,93360,1920,1,,96,1212280,3760290,,,53.3,83.1,57.7,88.1,423.9,4.5
United Winthrop Tower Cooperative,60640,,UPTOWN,Multifamily Housing,250000,1969,1,,,5302497,24829250,,,120.5,170.9,123.5,174.1,2384,9.5
Seton Hall,60614,2,LINCOLN PARK,College/University,50174,1989,1,,,2197140.3,3847614.1,,,120.5,203.1,119.1,201.5,569.9,11.4
"Charles A Beckett Associates, LP",60653,,GRAND BOULEVARD,Multifamily Housing,394957,1977,2,,62,9516631,20800753,,,76.8,131,79.6,133.3,3017,7.6
Frank O Lowden Homes,60620,,ROSELAND,Multifamily Housing,114868,1954,19,,1,1846322,91453716,,,812.2,886.4,894.5,973,5198.9,45.3
Shoreline Towers CA,60660,2,EDGEWATER,Multifamily Housing,482834,1970,1,20281,47,9465891.1,35750560.4,,,93.6,132.6,96.7,135.8,3473.7,7.2
The Superior at LaSalle Condominium Association,60654,,NEAR NORTH SIDE,Multifamily Housing,95850,1950,1,,21,3741520.7,4352352.8,,,84.4,170.2,89.7,176.7,920.8,9.6
,,,SOUTH SHORE,,,,,,,,,,,,,,,,
"Fourth Prairie Shores, LLC",60616,,DOUGLAS,Multifamily Housing,289267,1960,1,,35,4886673,27738026,,,112.8,153.7,122,163.1,2376.8,8.2
1610 West Fullerton Condominium Assocation,60614,,LINCOLN PARK,Multifamily Housing,52683,2006,1,,8,2438471.1,1472104.8,,,74.2,174.7,76.3,176.9,527.7,10
228 South Wabash Building,60604,,LOOP,Office,64630,1930,1,,64,3776582,,,,58.4,183.5,60.5,189.8,759,11.7
HRTL - Leland Apts: 1207 W Leland Ave,60640,,UPTOWN,Multifamily Housing,74913,2004,1,,73,2152387,3814112,,,79.6,143.7,83,148.4,600.6,8
UNO Soccer Academy,60632,,GAGE PARK,K-12 School,63000,2011,1,,67,3404815.7,2563142.9,,,94.7,212.4,98.6,215.6,763.7,12.1
114 South Racine,60607,,NEAR WEST SIDE,Office,94925,1920,1,,84,3193289.1,2718499.9,,,62.3,135.7,65.3,137.6,733,7.7
Edwards Elem-CPS,60632,,ARCHER HEIGHTS,K-12 School,124950,1925,1,,76,1623838,7463892,,,72.7,103.5,79.4,110.5,696.7,5.6
Friend Center,60637,,HYDE PARK,Medical Office,73327,1963,1,,,,,,,,,,,,
Murphy Eleme-CPS,60618,3,IRVING PARK,K-12 School,85287,1924,1,1546,69,1694105.1,3525347.3,,,61.2,99,58.7,96.4,469.1,5.5
2516 N Kedzie LP,60647,,LOGAN SQUARE,Multifamily Housing,50000,1920,1,,100,123156,14714,,,2.8,8,,,23.6,0.5
ScammonJonat-CPS,60641,,IRVING PARK,K-12 School,85474,1926,1,,66,1944864.2,3415324.8,,,62.7,113.4,67.5,118.8,539.9,6.3
200 N. Dearborn CA,60601,,LOOP,Multifamily Housing,359953,1989,1,,10,11978389,26112829,,,105.8,180.7,109.9,184.4,3794,10.5
"Beecher, Kelley, Green, Foster, Social Science Research Building",60637,,HYDE PARK,Office,181231,1929,3,,,3853912,,11206884,,83.1,141.2,88,146.9,1456.7,8
1000 South Clark,60605,,Loop,Multifamily Housing,492751,2016,1,,68,13757430,16417439,,,61.2,122.7,63.5,125.4,3415.7,6.9
1040 West Randolph,60607,,NEAR WEST SIDE,Office,55466,1932,1,,100,1037759.8,842318.8,,,33.9,74.7,36.3,77.2,236,4.3
Wicker Park Commons 130910,60622,,WEST TOWN,Other - Mall,52307,1990,1,,,4829184,468779,,,101.3,299.3,107.6,317.5,917.8,17.5
Renaissance Lofts,60626,,ROGERS PARK,Multifamily Housing,50500,1936,1,,30,1929527,1709500,,,72.1,155.5,75.9,158.2,447.6,8.9
Ada S Dennison-McKlinley Apts,,0,WOODLAWN,,,,,,,,,,,,,,,,
The Belmont by Reside,60657,,LAKE VIEW,Multifamily Housing,475020,1924,1,,67,9306233,18917199,,,59.4,103.3,61,104.9,2875,6.1
303 E. Wacker,60601,,LOOP,Office,1015129,1979,1,,95,61753037.4,182215.4,,,61,191.2,61.8,193.7,11392.1,11.2
The Studios,60616,1.5,NEAR SOUTH SIDE,Multifamily Housing,59094,1995,1,5524,37,2896684.6,5495577,,,142,234.9,139.8,232.5,773.8,13.1
Pickard Elem-CPS,60608,3.5,LOWER WEST SIDE,K-12 School,116245,2002,1,1166,76,1131933.7,7157408.7,,,71.3,91.9,68.3,88.8,568.5,4.9
W Chicago Lakeshore,60611,,NEAR NORTH SIDE,Hotel,381382,1965,1,,25,25026262.5,12616305.3,,,98.7,240.8,101.2,245,5283,13.9
Goudy Elemen-CPS,60640,,UPTOWN,K-12 School,98019,1938,1,,96,751767,5314707,,,61.9,81,66.4,85.8,433,4.4
Malibu Condominium,60660,,EDGEWATER,Multifamily Housing,510600,1969,1,,72,20169758,,,,39.5,124,39.7,124.8,4052,7.9
Chicago Historical Society,60614,0,LINCOLN PARK,,270160,,1,,,,,,,,,,,,
4600 N. Winchester,60640,1,LINCOLN SQUARE,Multifamily Housing,50139,1906,1,2687,19,750964.1,6674950.9,,,148.1,181.7,149.8,182.3,479.5,9.6
Erie Centre CA,60654,,NEAR NORTH SIDE,Multifamily Housing,396140,1998,2,,39,11714075,19104325.4,,,77.8,143.5,83,147.8,3173.9,8
Smashotels Chicago LLC,60611,2,Near North Side,Hotel,116000,2018,1,4511,46,5981625,7971301.7,,,120.3,216.5,117.5,212.5,1418.5,12.2
401 N Michigan Avenue,60611,,NEAR NORTH SIDE,Office,878884,1965,1,,81,29661297.3,59498295,,,101.4,177.1,101.9,177.5,8627.4,9.8
(IL644) - 860 Lake Shore Drive Trust,60611,1,NEAR NORTH SIDE,Multifamily Housing,398982,1949,2,29673,15,7910544.6,41086989.9,,,122.8,163.6,122.9,162.5,3498.4,8.8
The Mayfair,60615,,HYDE PARK,Multifamily Housing,95500,1920,1,,70,1021706.3,7408027.9,,,88.3,115,98.1,124.5,581.8,6.1
Hibbard-CPS,60625,2,ALBANY PARK,K-12 School,169900,1916,1,752,49,4467597.7,10247188.4,,,86.6,137,84.3,134.5,1287.5,7.6
Dyett HS -CPS,60615,,WASHINGTON PARK,,162840,,1,1976,,,,,,,,,,,
Michigan Plaza,60601,,LOOP,Office,2059714,1981,1,,82,117472021,205926,,,57.1,179.2,58.9,184.9,21730.9,10.6
Presidents Plaza 2,60631,,OHARE,Office,441327,1983,1,,78,29157079,494366,,,67.2,208.6,69.4,215.4,5417.2,12.3
33 N. Dearborn,60602,3.5,LOOP,Office,372137,1966,1,,74,8350818.8,15475190.3,,7998743.9,85.5,126.1,83.6,124.1,2632.8,7.1
230 W Monroe,60606,,LOOP,Office,661535,1970,1,,76,28570167,28134553,,,85.7,180.3,90.5,186.4,6776.8,10.2
Lake Meadows 6,60616,,DOUGLAS,Multifamily Housing,317830,1956,1,,3,12847012.5,39379417.8,,,164.3,257,179.4,272.9,4459.6,14
Sullivan Athletic Center,60614,,LINCOLN PARK,College/University,63668,2000,1,,,7171853,4937423,,,190.2,435.1,192.7,437.1,1703,26.8
Tree Studios,60654,2,NEAR NORTH SIDE,Retail Store,55500,1912,1,,,1697217.5,2188900.2,,,70,127,69.6,125.8,398.6,7.2
Belding Elem-CPS,60641,,IRVING PARK,K-12 School,73840,1901,1,,100,80381,2646466,,,36.9,41.1,44.9,49.6,155.4,2.1
Burnham Park Plaza Condo,60605,,LOOP,Multifamily Housing,418548,1915,1,,40,15320869.5,13103500.1,,,67.9,147.8,70.1,147.9,3519.9,8.4
CHICAGO WEST LOOP (2781),60607,,NEAR WEST SIDE,Retail Store,169048,2012,1,,73,10213092,2154700,,,73.2,203.1,74,204,2166,12.8
Juvenile Temporary Detention Center Campus,60612,4,NEAR WEST SIDE,Mixed Use Property,1023851,1973,3,46,,53746301.7,45633349.5,,,97.1,193.8,94.8,190.3,11365.3,11.1
Hyatt Place Chicago / South,60615,3,HYDE PARK,Hotel,84947,2013,1,4484,,4635628.5,4901600.4,,,112.3,213.4,112.4,213.5,1031.6,12.1
Halsted Plaza,60643,,WEST PULLMAN,Strip Mall,59847,1964,1,,,1745944,1067963,,,47,110.3,48.7,112.1,408,6.8
811 E. 46th,60619,,KENWOOD,Multifamily Housing,74287,1921,1,,100,178267,208483,,,5.2,10.5,5.4,11,44,0.6
203 North LaSalle,60601,,LOOP,Office,760086,1985,1,,84,46527430.9,,,,61.2,192.2,62.3,195.6,8576,11.3
"Third Prairie Shores, LLC",60616,,DOUGLAS,Multifamily Housing,289267,1960,1,,,4917323,29519515,,,119,160.5,128.7,170.4,2477.1,8.6
Flanner Hall-ID# 158842,60626,2,ROGERS PARK,Mixed Use Property,64407,1976,1,1893,,7862275,1079472.4,,,138.8,359.4,137.4,354.7,1365.3,21.2
Lathrop Elderly,60647,3,LINCOLN PARK,Multifamily Housing,70732,1990,1,3665,61,1368658.6,5210600.3,,,93,131.5,93.5,131.1,504.5,7.1
"018110 - Union Tower, LLC",60607,,NEAR WEST SIDE,Office,362261.7,2001,1,,92,23947695.2,,,,66.1,207.6,67,210.4,4414.1,12.2
16 N MORGAN ST,60607,0,NEAR WEST SIDE,,156536,,1,,,,,,,,,,,,
162 North State Street,60601,,LOOP,Residence Hall/Dormitory,318360,1999,1,,,8222084.1,19259997.5,,8862648,114.2,172.5,118.9,177.6,3005.6,9.4
Sherwood Ele-CPS,60621,,ENGLEWOOD,K-12 School,52237,1951,1,,43,1513153.8,4133263.3,,,108.1,174,120.2,183.9,498.4,9.5
Orozco Eleme-CPS,60608,,LOWER WEST SIDE,K-12 School,107722,1999,1,,48,3984073,3140828,,,66.1,146.7,68.4,149.1,967,9
57135-Chicago-Downtown,60611,,NEAR NORTH SIDE,Hotel,177137,1987,1,,51,6601572,13775200,,,115,198.7,122.3,207.3,1952.3,11
340 West Superior Condominium Association,60654,,NEAR NORTH SIDE,Multifamily Housing,283145,2002,1,,19,6301213.4,11749444.3,,,63.8,113.4,67.6,115.8,1785.5,6.3
Dream Town,60624,,WEST GARFIELD PARK,Office,87000,1926,1,,,496191,321754,,,9.4,21.8,9.9,22.3,108.8,1.3
Building,60629,0,CHICAGO LAWN,Hospital (General Medical & Surgical),409910,1911,1,34890,1,33099678.9,1222499975,,,3063.1,3357.6,,,70439.4,171.8
2970 North Sheridan,60657,,LAKE VIEW,Multifamily Housing,244440,1925,1,,89,3920467,15157528,,,78,115.5,83.7,121.4,1530,6.3
(IL587) - 2335 N. Commonwealth,60657,,LINCOLN PARK,Multifamily Housing,88788,1917,1,,96,166683,7024201.3,,,81,89,90.9,99.4,403.8,4.5
209 W. Jackson,60606,2.5,LOOP,Office,164000,1897,1,4740,45,8865089.1,5259245.7,,,86.1,185,84.7,183.9,1754.2,10.7
Franklin Fin-CPS,60610,,NEAR NORTH SIDE,K-12 School,53097,1926,1,,69,1085071,2423251,,,66.1,112.1,74.5,120.9,329.3,6.2
444 North Wells Street,60654,,NEAR NORTH SIDE,Office,73332,1903,1,,92,3180397,,,,43.4,136.2,45.6,143.1,588,8
Chicago Transit Authority - 567 W Lake Street,60661,,NEAR WEST SIDE,Office,434052,2004,1,,86,20515796,7156932,,,63.8,165.7,64.9,166.9,4502,10.4
Hotel Blake,60605,,LOOP,Hotel,150000,1896,1,,,6572614,8167240,,,98.3,194.8,100.2,195.2,1754,11.7
Herman Hall,60616,0,DOUGLAS,College/University,111135,1962,1,,,,152361,9966836,155626802,,,,,,
Lafayette Plaza Housing Cooperative,60621,,GREATER GRAND CROSSING,Multifamily Housing,224058,1965,1,,69,4315593.1,16748653.9,,,94,139,101.9,147.2,1685.1,7.5
1055 W Granville,60660,3,EDGEWATER,Multifamily Housing,80600,1929,1,,67,1429242.8,7687377.7,,,113.1,149.8,112,148.7,646.1,8
Parvenu Condominium Association,60642,4,UPTOWN,Multifamily Housing,143218,2004,1,3443,99,2471676.7,4416314.6,,,48.1,80.7,46.8,78.5,645.8,4.5
"Farcroft Park, LLC",60626,,Rogers Park,Multifamily Housing,115362,1928,1,,72,2721448.7,4200270.3,,,60,112.3,62.5,113.9,724.7,6.3
Eberhart Ele-CPS,60629,,CHICAGO LAWN,K-12 School,164398,1906,1,,37,5499744.8,5733790.5,,,68.3,141.7,73.7,146.4,1318.3,8
Perspectives Charter Schools - Math & Science Academy,60653,1,DOUGLAS,K-12 School,70000,1967,1,2775,28,2138163.9,6000397.7,,,116.3,175.5,115.6,174.9,674.4,9.6
Sherman Plaza,60620,,CHATHAM,Other - Mall,60620,2008,1,,,3646612.5,1964942.4,,,92.6,222.9,95.1,222.5,776.5,12.8
Goode High S-CPS,60652,2,ASHBURN,K-12 School,208200,2012,1,729,45,11364225.6,1010235.2,,,59.4,157.9,59.6,158.4,1944.3,9.3
Belhaven Nursing & Rehabilitation Center,60643,1,MORGAN PARK,Senior Care Community,69666,1984,1,7643,1,3758747.9,11999675,,,226.2,331.9,226.6,332,1262.7,18.1
528 534 W ALDINE AVE,60657,0,LAKE VIEW,,62490,,1,4572,,,,,,,,,,,
New City Supportive Living,60609,,NEW CITY,Senior Care Community,98550,2014,1,,91,3690995.8,1406878.1,,,51.7,132.6,52.8,133.7,755.1,7.7
2025 Granville,60659,2.5,WEST RIDGE,Multifamily Housing,230000,1960,4,7035,57,3352436.7,21014943.1,,,105.9,136.8,107.5,138.4,1673.9,7.3
ClintonDewit-CPS,60659,,WEST RIDGE,K-12 School,136047,1925,1,,52,3121263.8,5912990.1,,,66.4,117.7,71.8,123.4,889.4,6.5
Venetian Condominium Association,60610,,NEAR NORTH SIDE,Multifamily Housing,222808,2002,1,,70,4536302,8537654,,,58.7,104.2,63.8,111.3,1292.2,5.8
Thorp J-CPS,60617,1,SOUTH CHICAGO,K-12 School,135638,1860,1,2481,22,3074377.5,9853943.1,,,95.3,139.7,99.4,144,1034.9,7.6
Diversey Square Phase 1 - TOTAL,60647,1,AVONDALE,Multifamily Housing,181132,1920,6,1654,15,3356689.1,19835188,,,128,166.9,129.5,168.3,1612,8.9
Burnham Center,60602,,LOOP,Office,570760,1914,1,,74,25665129,30306855,,,98,197,94,192,6766,11.85
Sandoval Ele-CPS,60629,,GAGE PARK,K-12 School,108534,1998,1,,34,3951492,5510212,,,87.2,167.6,93.5,174.3,1023.3,9.4
Marine Lead-CPS,60647,,LOGAN SQUARE,K-12 School,126540,1997,1,,61,4074900,3902253,,,63,133.5,67.8,138.4,960.7,7.6
Marillac Soical Center,60612,,EAST GARFIELD PARK,Other - Education,104000,1995,1,,,7200668,537881,,,74.4,222.8,74.4,222.9,1475,14.2
Tanner Eleme-CPS,60619,2.5,GREATER GRAND CROSSING,K-12 School,52920,1963,1,477,54,861251.2,3555938.7,,,83.5,116.1,84,116.7,332.2,6.3
Universal City,60617,,SOUTH DEERING,Multifamily Housing,162981,1980,5,,,3023071,13388830,,,100.7,144.5,107.6,153.1,1270.1,7.8
Congress Center,60607,,NEAR WEST SIDE,Office,527238,2000,1,,83,27325981.2,,,,51.8,162.7,52.1,163.5,5036.8,9.6
Printers Row Lofts,60605,,LOOP,Multifamily Housing,198049,1908,1,,100,2775863,4769257,,,38.1,69.3,40.5,71.9,766.6,3.9
(IL352) - 21 E. Chestnut Condo Association,60611,3,NEAR NORTH SIDE,Multifamily Housing,132484,1962,1,7380,44,3307517.7,9629621.9,,,97.7,146.2,96.9,144,1061.7,8
"WASHINGTON FRANKLIN, LLC",60606,,LOOP,Office,105313,1922,1,,81,4475244,3890931,,,79.4,172.2,84.6,176.6,1034.1,9.8
ScammonJonat-CPS,60641,,IRVING PARK,K-12 School,85474,1926,1,,85,1939686,1429997,,,39.4,88.8,42.7,93.7,434.6,5.1
444-454 W. Melrose St.,60657,2.5,LAKE VIEW,Multifamily Housing,57863,1967,1,3641,52,893176.3,4384713.7,,,91.2,122.8,92.4,123.9,381.5,6.6
1335 Astor Cooperative,60610,,NEAR NORTH SIDE,Multifamily Housing,110100,1949,1,,63,1938958,6649800,,,78,118.7,84.2,126.1,711.7,6.5
Clark-Adams,60603,,LOOP,Office,490273,1927,1,,64,22558895,29913201,,,107,208.5,111.7,213.2,6121,12.5
Carver Milli-CPS,60827,,RIVERDALE,K-12 School,298689,1973,1,,67,14365127,,,,48.1,151,48.7,152.9,2886,9.7
22 West Washington,60602,,LOOP,Office,471436,2008,1,,88,52228542,,,,110.8,347.9,112.7,353.9,9656.8,20.5
Albert Merritt Billings,60637,,HYDE PARK,Office,488322,1927,1,,83,19456661,,18101040,,77,170,74,166.3,5111,10.47
Lafayette Plaza Housing Cooperative,60621,,GREATER GRAND CROSSING,Multifamily Housing,224058,1965,1,,67,3842902,17479114,,,95.2,135.8,101.7,142.7,1638.9,7.3
253 East Delaware Condominium Association,60611,,NEAR NORTH SIDE,Multifamily Housing,208630,1957,1,,85,2362213,11179866,,,64.9,91.8,70.4,97.8,1030.6,4.9
Wells Community Academy HS -CPS,60622,,WEST TOWN,,264101,,1,1121,,,,,,,,,,,
Aqua,60601,,LOOP,Multifamily Housing,1295101,2009,1,,,52152215,72693674,,,96.4,185.4,100.4,189.6,13503.8,10.4
4336-44 S Drexel Blvd,60653,,KENWOOD,Multifamily Housing,82960,1926,1,,92,758747,4586733,,,64.4,86.8,69,91.8,383.9,4.6
3755 at Oakwood Shores (Oakwood Shores 2C),60653,2.5,Oakland,Multifamily Housing,73000,2013,1,2448,56,2756195.9,3702676.2,,,88.5,159,87.6,156.1,655.2,9
421-31 Barry,60657,3,LAKE VIEW,Multifamily Housing,60472,1969,1,4664,65,1298627.7,5388134.9,,,110.6,153.7,109.6,152.5,502.2,8.3
Dickens Place Condominium Association,60614,,LINCOLN PARK,Multifamily Housing,73000,1900,1,,98,875741,1636573,,,34.4,61.2,37,64.2,248.8,3.4
8512-South Loop (16th & Clark),60616,,NEAR SOUTH SIDE,Supermarket/Grocery Store,61872,2013,1,,65,10166010,7337500,,,282.9,640.4,288,645.8,2432,39.3
600 West Chicago,60654,,NEAR NORTH SIDE,Office,1670702,1908,1,,83,110026252,1912803,,18255354,77.9,218.9,77.6,218.6,21406.9,12.8
Institute of Cultural Affairs - Greenrise,60640-7528,,UPTOWN,Office,182250,1921,1,,93,2966444,8463068,,,62.7,99.9,65.6,102.2,1046,5.7
The Kimpton Gray Hotel,60603,3,LOOP,Hotel,239678,2016,1,6942,67,10888756.5,9141322.7,,,83.6,167.3,82.5,164.9,2297,9.6
Shakespeare Building Corporation,60614,,LINCOLN PARK,Multifamily Housing,94600,1910,1,,96,1159254,4185362,,,56.5,84.9,61.5,91.3,436.6,4.6
Roscoe Building,60657,,LAKE VIEW,Multifamily Housing,71532,1917,1,,58,673829,5222800,,,82.4,106.2,82.4,106.2,402,5.6
The Resurrection Project - Casa Morelos,60608,,LOWER WEST SIDE,Multifamily Housing,54404,2009,1,,91,1119344.1,1953222.2,,,56.5,102.3,59.9,104.8,310.1,5.7
Parkside Terrace Apartments,60644,,AUSTIN,Multifamily Housing,85000,1920,2,,98,898004,3902818,,,56.5,81.4,60.8,86,373.3,4.4
1550 State Parkway Condominium Association,60610,1.5,NEAR NORTH SIDE,Multifamily Housing,104400,1912,1,1776,39,2415372.5,8147303.3,,,101.2,146.7,101.8,146.3,834.6,8
Sullivan Hig-CPS,60626,,ROGERS PARK,K-12 School,218067,1928,1,,25,4557603,24419900,,,132.9,183.2,146.8,197.8,2139.7,9.8
Chicago & Kedzie Plaza,60651,,HUMBOLDT PARK,Strip Mall,106836,1989,2,,,,2503234.7,,,23.4,24.6,,,133,1.2
CHI MORGAN PARK (2344),60643,,MORGAN PARK,Retail Store,128837,2008,1,,82,6646453,2685700,,,72.4,183.9,75.5,187.2,1371.5,10.6
G&A Senior Residence at Ravenswood,60660,3.5,WEST RIDGE,Multifamily Housing,109912,2006,1,7064,76,1871219.3,9123642.8,,,100,134.8,101,134.6,795.9,7.2
150-160 E. Huron,60611,,NEAR NORTH SIDE,Hotel,359801,1972,1,,28,22269714.6,24222994.2,,,129.2,265,133.2,268.7,5391.4,15
Presence SMEMC St Elizabeth Campus,60622,,WEST TOWN,Hospital (General Medical & Surgical),309056,1928,1,,84,21387596.6,37456864.9,,,190.4,344.6,194.6,345.9,5931.7,19.2
525 West Monroe,60661,,NEAR WEST SIDE,Office,1028492,1983,1,,86,56539160,,,,55,172.6,56,175.9,11361,11
Hotel Chicago,60654,,NEAR NORTH SIDE,Hotel,222154,1960,1,,27,9169821.7,6924118.9,,12660059.9,160.8,257.1,163.8,261.5,3188.1,14.4
Delmar Apartments,60640,,UPTOWN,Multifamily Housing,58772,1920,1,,87,1822540.3,2987434.6,,,81.8,150.7,86.9,155.1,494.6,8.4
TLC Touhy LLC,60626,2.5,ROGERS PARK,Multifamily Housing,56894,1924,1,1137,51,315418.9,4574010.6,,,85.9,99.9,83.3,96.5,295.4,5.2
The Silversmith Hotel & Suites,60603,,LOOP,Hotel,135000,2007,1,,30,8345380.1,5834000.1,,,105,239.5,105.3,240.2,1848.1,13.7
AbilityLab,60611,,Near North Side,Hospital (General Medical & Surgical),800000,2016,1,,,60755266,108889494,,,212.1,381.4,218.5,388.1,17017,21.3
Burnham Center,60602,,LOOP,Office,700059,1914,1,,91,24145352.4,19696545.3,,,62.6,137.8,65.9,140.1,5496.7,7.9
Catalyst-Maria,60629,,CHICAGO LAWN,K-12 School,175970,1951,1,,92,1204558.5,12673007.2,,,78.9,97.1,78.8,96.9,895.2,5.1
224 South Michigan Avenue,60604,4,LOOP,Office,412504,1904,1,,75,18617509.8,11141658.9,,,72.1,154.7,70.6,153,3689.1,8.9
232-Senior Suites of Washington Heights,60643,,WASHINGTON HEIGHTS,Senior Care Community,65505,2001,1,,29,1878834.9,5448000.2,,,111.9,177.4,119.4,182,635.7,9.7
The Sterling Private Residences,60654,,NEAR NORTH SIDE,Multifamily Housing,503000,2001,1,,17,18030209,33362114,,,102.2,182.2,106.3,185.3,5395,10.7
St Vincent Depaul,60614,,LINCOLN PARK,Pre-school/Daycare,144166,2001,1,,,4231351,5363545,,,66.6,131.2,69.1,133.9,1135,7.9
11414 S HALSTED ST,60628,0,MORGAN PARK,,67797,,1,2,,,,,,,,,,,
Snell-Hitchcock,60637,,HYDE PARK,Residence Hall/Dormitory,51442,1902,1,,54,1765237,88230,3059028,,95.5,181.1,101.5,188.3,534.2,10.4
LozanoBiling-CPS,60622,,WEST TOWN,K-12 School,63861,1906,1,,20,2509157,3738981,,,97.8,184.8,103.4,190.7,703,11
